year,quarter,record_created,record_modified,user_modified,owner_org,log_date,log_activity
2016.0,,,,,cta-otc,2021-04-20,D
2017.0,,,,,cta-otc,2021-04-20,D
2019.0,,,,,cta-otc,2021-04-20,D
,Q2,,,,fja-cmf,2021-04-20,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2021-04-20,D
,Q2,,,,ocol-clo,2021-04-20,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-20,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-20,D
,,2021-02-05 14:30:24.961972,2021-02-05 14:30:24.961972,hbedja,tbs-sct,2021-04-20,D
2016.0,,,,,cta-otc,2021-04-27,D
2017.0,,,,,cta-otc,2021-04-27,D
2019.0,,,,,cta-otc,2021-04-27,D
,Q2,,,,fja-cmf,2021-04-27,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2021-04-27,D
,Q2,,,,ocol-clo,2021-04-27,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-27,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-27,D
,,2021-02-05 14:30:24.961972,2021-02-05 14:30:24.961972,hbedja,tbs-sct,2021-04-27,D
2016.0,,,,,cta-otc,2021-04-28,D
2017.0,,,,,cta-otc,2021-04-28,D
2019.0,,,,,cta-otc,2021-04-28,D
,Q2,,,,fja-cmf,2021-04-28,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2021-04-28,D
,Q2,,,,ocol-clo,2021-04-28,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-28,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-28,D
,,2021-02-05 14:30:24.961972,2021-02-05 14:30:24.961972,hbedja,tbs-sct,2021-04-28,D
2016.0,,,,,cta-otc,2021-04-29,D
2017.0,,,,,cta-otc,2021-04-29,D
2019.0,,,,,cta-otc,2021-04-29,D
,Q2,,,,fja-cmf,2021-04-29,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2021-04-29,D
,Q2,,,,ocol-clo,2021-04-29,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-29,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-29,D
,,2021-02-05 14:30:24.961972,2021-02-05 14:30:24.961972,hbedja,tbs-sct,2021-04-29,D
2016.0,,,,,cta-otc,2021-04-30,D
2017.0,,,,,cta-otc,2021-04-30,D
2019.0,,,,,cta-otc,2021-04-30,D
,Q2,,,,fja-cmf,2021-04-30,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2021-04-30,D
,Q2,,,,ocol-clo,2021-04-30,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-30,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-30,D
,,2021-02-05 14:30:24.961972,2021-02-05 14:30:24.961972,hbedja,tbs-sct,2021-04-30,D
2016.0,,,,,cta-otc,2021-05-01,D
2017.0,,,,,cta-otc,2021-05-01,D
2019.0,,,,,cta-otc,2021-05-01,D
,Q2,,,,fja-cmf,2021-05-01,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2021-05-01,D
,Q2,,,,ocol-clo,2021-05-01,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-05-01,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-05-01,D
,,2021-02-05 14:30:24.961972,2021-02-05 14:30:24.961972,hbedja,tbs-sct,2021-05-01,D
2016.0,,,,,cta-otc,2021-05-06,D
2017.0,,,,,cta-otc,2021-05-06,D
2019.0,,,,,cta-otc,2021-05-06,D
,Q2,,,,fja-cmf,2021-05-06,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2021-05-06,D
,Q2,,,,ocol-clo,2021-05-06,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-05-06,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-05-06,D
,,2021-02-05 14:30:24.961972,2021-02-05 14:30:24.961972,hbedja,tbs-sct,2021-05-06,D
2016.0,,,,,cta-otc,2021-05-21,D
2017.0,,,,,cta-otc,2021-05-21,D
2019.0,,,,,cta-otc,2021-05-21,D
,Q2,,,,fja-cmf,2021-05-21,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2021-05-21,D
,Q2,,,,ocol-clo,2021-05-21,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-05-21,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-05-21,D
,,2021-02-05 14:30:24.961972,2021-02-05 14:30:24.961972,hbedja,tbs-sct,2021-05-21,D
2016.0,,,,,cta-otc,2021-06-06,D
2017.0,,,,,cta-otc,2021-06-06,D
2019.0,,,,,cta-otc,2021-06-06,D
,Q2,,,,fja-cmf,2021-06-06,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2021-06-06,D
,Q2,,,,ocol-clo,2021-06-06,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-06-06,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-06-06,D
2016.0,,,,,cta-otc,2021-06-10,D
2017.0,,,,,cta-otc,2021-06-10,D
2019.0,,,,,cta-otc,2021-06-10,D
,Q2,,,,fja-cmf,2021-06-10,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2021-06-10,D
,Q2,,,,ocol-clo,2021-06-10,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-06-10,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-06-10,D
2016.0,,,,,cta-otc,2021-07-01,D
2017.0,,,,,cta-otc,2021-07-01,D
2019.0,,,,,cta-otc,2021-07-01,D
,Q2,,,,ocol-clo,2021-07-01,D
